GoldenEye (1995),01-Jan-1995
Four Rooms (1995),01-Jan-1995
Copycat (1995),01-Jan-1995
Seven (Se7en) (1995),01-Jan-1995
"Usual Suspects, The (1995)",14-Aug-1995
From Dusk Till Dawn (1996),05-Feb-1996
Muppet Treasure Island (1996),16-Feb-1996
Taxi Driver (1976),16-Feb-1996
Apollo 13 (1995),01-Jan-1995
Crimson Tide (1995),01-Jan-1995
Desperado (1995),01-Jan-1995
"Net, The (1995)",01-Jan-1995
Disclosure (1994),01-Jan-1994
Dolores Claiborne (1994),01-Jan-1994
Natural Born Killers (1994),01-Jan-1994
Outbreak (1995),01-Jan-1995
"Professional, The (1994)",01-Jan-1994
"Crow, The (1994)",01-Jan-1994
"Firm, The (1993)",01-Jan-1993
"Fugitive, The (1993)",01-Jan-1993
So I Married an Axe Murderer (1993),01-Jan-1993
Terminator 2: Judgment Day (1991),01-Jan-1991
"Silence of the Lambs, The (1991)",01-Jan-1991
Fargo (1996),14-Feb-1997
Diabolique (1996),01-Jan-1996
"Rock, The (1996)",07-Jun-1996
Twister (1996),10-May-1996
Supercop (1992),26-Jul-1996
Bound (1996),04-Oct-1996
2001: A Space Odyssey (1968),01-Jan-1968
Die Hard (1988),01-Jan-1988
"Lawnmower Man, The (1992)",01-Jan-1992
"Long Kiss Goodnight, The (1996)",05-Oct-1996
Reservoir Dogs (1992),01-Jan-1992
Basic Instinct (1992),01-Jan-1992
"Abyss, The (1989)",01-Jan-1989
Aliens (1986),01-Jan-1986
Alien (1979),01-Jan-1979
Psycho (1960),01-Jan-1960
"Terminator, The (1984)",01-Jan-1984
Nikita (La Femme Nikita) (1990),01-Jan-1990
Akira (1988),01-Jan-1988
Cape Fear (1991),01-Jan-1991
Sling Blade (1996),22-Nov-1996
Die Hard 2 (1990),01-Jan-1990
Smilla's Sense of Snow (1997),14-Mar-1997
"Devil's Own, The (1997)",26-Mar-1997
"Lost World: Jurassic Park, The (1997)",23-May-1997
Event Horizon (1997),01-Jan-1997
Mimic (1997),22-Aug-1997
"Hunt for Red October, The (1990)",01-Jan-1990
Gattaca (1997),01-Jan-1997
Heat (1995),01-Jan-1995
"River Wild, The (1994)",01-Jan-1994
Scream (1996),20-Dec-1996
Absolute Power (1997),14-Feb-1997
Breakdown (1997),02-May-1997
Face/Off (1997),27-Jun-1997
Air Force One (1997),01-Jan-1997
L.A. Confidential (1997),01-Jan-1997
"Devil's Advocate, The (1997)",01-Jan-1997
"Wings of the Dove, The (1997)",01-Jan-1997
Apt Pupil (1998),23-Oct-1998
Murder at 1600 (1997),18-Apr-1997
Dante's Peak (1997),07-Feb-1997
Crash (1996),21-Mar-1997
Conspiracy Theory (1997),08-Aug-1997
Desperate Measures (1998),30-Jan-1998
"Edge, The (1997)",26-Sep-1997
Kiss the Girls (1997),01-Jan-1997
"Game, The (1997)",01-Jan-1997
Playing God (1997),01-Jan-1997
"House of Yes, The (1997)",01-Jan-1997
Desperate Measures (1998),30-Jan-1998
Hard Rain (1998),16-Jan-1998
Fallen (1998),16-Jan-1998
Sphere (1998),13-Feb-1998
"Client, The (1994)",01-Jan-1994
Spawn (1997),01-Aug-1997
"Assignment, The (1997)",01-Jan-1997
Incognito (1997),01-Jan-1997
Mary Reilly (1996),23-Feb-1996
Ghost (1990),01-Jan-1990
Thinner (1996),25-Oct-1996
"Close Shave, A (1995)",28-Apr-1996
"Transformers: The Movie, The (1986)",01-Jan-1986
Red Rock West (1992),01-Jan-1992
Vertigo (1958),01-Jan-1958
North by Northwest (1959),01-Jan-1959
Notorious (1946),01-Jan-1946
To Catch a Thief (1955),01-Jan-1955
Dial M for Murder (1954),01-Jan-1954
"Third Man, The (1949)",01-Jan-1949
Broken Arrow (1996),09-Feb-1996
Die Hard: With a Vengeance (1995),01-Jan-1995
Heavenly Creatures (1994),01-Jan-1994
Village of the Damned (1995),01-Jan-1995
Clear and Present Danger (1994),01-Jan-1994
Speed (1994),01-Jan-1994
Another Stakeout (1993),01-Jan-1993
Blown Away (1994),01-Jan-1994
Body Snatchers (1993),01-Jan-1993
Boxing Helena (1993),01-Jan-1993
Kalifornia (1993),01-Jan-1993
Romeo Is Bleeding (1993),01-Jan-1993
Primal Fear (1996),30-Mar-1996
True Crime (1995),01-Jan-1995
"Fan, The (1996)",16-Aug-1996
Eraser (1996),21-Jun-1996
Rear Window (1954),01-Jan-1954
Rebecca (1940),01-Jan-1940
Spellbound (1945),01-Jan-1945
"39 Steps, The (1935)",01-Jan-1935
Extreme Measures (1996),27-Sep-1996
Escape from New York (1981),01-Jan-1981
Once Upon a Time in America (1984),01-Jan-1984
Touch of Evil (1958),01-Jan-1958
Chinatown (1974),01-Jan-1974
M (1931),01-Jan-1931
"Manchurian Candidate, The (1962)",01-Jan-1962
Arsenic and Old Lace (1944),01-Jan-1944
Alien 3 (1992),01-Jan-1992
Body Snatchers (1993),01-Jan-1993
Cape Fear (1962),01-Jan-1962
Volcano (1997),25-Apr-1997
I Know What You Did Last Summer (1997),17-Oct-1997
In the Line of Fire (1993),01-Jan-1993
Executive Decision (1996),09-Mar-1996
"Jackal, The (1997)",01-Jan-1997
Dark City (1998),09-Jan-1998
City Hall (1996),16-Feb-1996
"Juror, The (1996)",01-Jan-1996
"Last Supper, The (1995)",05-Apr-1996
Ransom (1996),08-Nov-1996
"Crow: City of Angels, The (1996)",30-Aug-1996
"Saint, The (1997)",14-Mar-1997
Tomorrow Never Dies (1997),01-Jan-1997
"Replacement Killers, The (1998)",06-Feb-1998
Red Corner (1997),01-Jan-1997
Lawnmower Man 2: Beyond Cyberspace (1996),01-Jan-1996
Nick of Time (1995),01-Jan-1995
Devil in a Blue Dress (1995),01-Jan-1995
Johnny Mnemonic (1995),01-Jan-1995
Mute Witness (1994),01-Jan-1994
Relative Fear (1994),01-Jan-1994
In the Mouth of Madness (1995),01-Jan-1995
Hard Target (1993),01-Jan-1993
Mulholland Falls (1996),26-Apr-1996
"Arrival, The (1996)",31-May-1996
Daylight (1996),06-Dec-1996
Power 98 (1995),17-May-1996
Escape from L.A. (1996),09-Aug-1996
Halloween: The Curse of Michael Myers (1995),01-Jan-1995
Loch Ness (1995),01-Jan-1995
"Glimmer Man, The (1996)",04-Oct-1996
"Murder, My Sweet (1944)",01-Jan-1944
"Bloody Child, The (1996)",26-Oct-1996
Diva (1981),01-Jan-1981
"Believers, The (1987)",01-Jan-1987
"Peacemaker, The (1997)",01-Jan-1997
"Life Less Ordinary, A (1997)",01-Jan-1997
Scream 2 (1997),01-Jan-1997
"Big Lebowski, The (1998)",26-Dec-1997
U.S. Marshalls (1998),10-Mar-1998
Wild Things (1998),14-Mar-1998
Lost in Space (1998),27-Mar-1998
Mercury Rising (1998),27-Mar-1998
Unforgettable (1996),23-Feb-1996
Chain Reaction (1996),31-Jul-1996
"Island of Dr. Moreau, The (1996)",23-Aug-1996
Murder in the First (1995),01-Jan-1995
Killing Zoe (1994),01-Jan-1994
Charade (1963),01-Jan-1963
Some Folks Call It a Sling Blade (1993),01-Jan-1993
Eye for an Eye (1996),01-Jan-1996
Fear (1996),12-Apr-1996
Solo (1996),23-Aug-1996
Heaven's Prisoners (1996),10-May-1996
"Trigger Effect, The (1996)",30-Aug-1996
Maximum Risk (1996),13-Sep-1996
"Rich Man's Wife, The (1996)",13-Sep-1996
Shadow Conspiracy (1997),31-Jan-1997
Turbulence (1997),10-Jan-1997
Underworld (1997),09-May-1997
Head Above Water (1996),20-Jun-1997
Anaconda (1997),11-Apr-1997
Con Air (1997),06-Jun-1997
"Die xue shuang xiong (Killer, The) (1989)",01-Jan-1989
Gaslight (1944),01-Jan-1944
Fire Down Below (1997),01-Jan-1997
Switchback (1997),01-Jan-1997
Just Cause (1995),01-Jan-1995
Malice (1993),01-Jan-1993
Amateur (1994),01-Jan-1994
Shallow Grave (1994),01-Jan-1994
Love and a .45 (1994),01-Jan-1994
Albino Alligator (1996),17-Jan-1997
Speed 2: Cruise Control (1997),13-Jun-1997
Sliver (1993),01-Jan-1993
Firestorm (1998),09-Jan-1998
Death and the Maiden (1994),01-Jan-1994
"Innocents, The (1961)",01-Jan-1961
Safe (1995),01-Jan-1995
Hackers (1995),01-Jan-1995
Hard Eight (1996),28-Feb-1997
Caught (1996),27-Sep-1996
Purple Noon (1960),28-Jun-1960
Jade (1995),01-Jan-1995
Kiss of Death (1995),01-Jan-1995
Virtuosity (1995),01-Jan-1995
Guilty as Sin (1993),01-Jan-1993
Assassins (1995),01-Jan-1995
Poison Ivy II (1995),01-Jan-1995
Blink (1994),01-Jan-1994
"Tie That Binds, The (1995)",01-Jan-1995
Color of Night (1994),01-Jan-1994
Robocop 3 (1993),01-Jan-1993
Killer (Bulletproof Heart) (1994),01-Jan-1994
Palmetto (1998),20-Feb-1998
Surviving the Game (1994),01-Jan-1994
Loaded (1994),12-Apr-1996
I Can't Sleep (J'ai pas sommeil) (1994),01-Jan-1994
Stag (1997),01-Jan-1997
Stranger in the House (1997),01-Jan-1997
Suture (1993),01-Jan-1993
Legal Deceit (1997),01-Jan-1997
Foreign Correspondent (1940),01-Jan-1940
Hideaway (1995),01-Jan-1995
Nightwatch (1997),22-Apr-1997
Tough and Deadly (1995),01-Jan-1995
"Babysitter, The (1995)",01-Jan-1995
Trial by Jury (1994),01-Jan-1994
Witness (1985),01-Jan-1985
The Courtyard (1995),01-Jan-1995
Dream Man (1995),01-Jan-1995
"Underneath, The (1995)",01-Jan-1995
Condition Red (1995),01-Jan-1995
Hostile Intentions (1994),01-Jan-1994
Baton Rouge (1988),01-Jan-1988
Shopping (1994),09-Feb-1996
Nemesis 2: Nebula (1995),01-Jan-1995
City of Industry (1997),14-Mar-1997
Office Killer (1997),01-Jan-1997
He Walked by Night (1948),01-Jan-1948
Butterfly Kiss (1995),26-Apr-1996
Hush (1998),10-Mar-1998
Nightwatch (1997),22-Apr-1997
"Spanish Prisoner, The (1997)",27-Mar-1998
Tainted (1998),01-Feb-1998
Mirage (1995),01-Jan-1995
B. Monkey (1998),06-Feb-1998
